species_id,Country,SiteName,Lat,Long,Years,Habitat,EnglishName,LatinName,JetzLatinName,JetzTipLabel,JetzFamily,JetzOrder,NestShape,SampleSize,SuccessfulNests,PercentageSuccessfulNests,DSR,FailedNests,DepredatedNests,PercentageDepredated,NestSuccessNotes,IncubationPeriod.days.,NestlingPeriod.days.,ClutchSize,ReferenceForClutchSize,ReferenceForIncubationPeriod,ReferenceForNestlingPeriod,GeneralNotes,Citation,demelevation,Hemisphere,temptrop2,temptrop
211,United States,Peabody Wildlife Management Area,37.244404,-87.022698,"2000, 2001",open,Henslow's Sparrow,Ammodramus henslowii,Ammodramus henslowii,Ammodramus_henslowii,Emberizidae,12552,open,31,23,0.742,NA,NA,NA,1,NA,11.5,9,3.8,Paper,HBW Alive,HBW Alive,NA,Monroe MS & Ritchison G. 2005. Journal of Field Ornithology 76: 143-149.,142.9157104,N,ntemp,temperate
212,United States,Bowdoin National Wildlife Refuge,48.3956985,-107.6483286,1997-2007 (inclusive),open,Baird's Sparrow,Ammodramus bairdii,Ammodramus bairdii,Ammodramus_bairdii,Emberizidae,12553,open,90,NA,NA,0.947,NA,NA,NA,NA,11,9.6,4.3,Paper,Paper,Paper,NA,"Jones SL, Dieni JS & Gouse PJ. 2010. Reproductive biology of a grassland songbird community in northcentral montana. The Wilson Journal of Ornithology 122: 455-464. ",677.9627686,N,ntemp,temperate
212,Canada,southern Saskatchewan,49.75,-105.75,1996-2000,open,Baird's Sparrow,Ammodramus bairdii,Ammodramus bairdii,Ammodramus_bairdii,Emberizidae,12553,open,182,NA,NA,0.949,NA,NA,NA,NA,11,9.6,4.6,Paper,Paper,Paper,NA,Davis SK. 2003. Nesting ecology of mixed-grass prairie songbirds in southern Saskatchewan. Wilson Journal of Ornithology 115: 119-130.,706.2755737,N,ntemp,temperate
213,United States,Bowdoin National Wildlife Refuge,48.3956985,-107.6483286,1997-2007 (inclusive),open,Grasshopper Sparrow,Ammodramus savannarum,Ammodramus savannarum,Ammodramus_savannarum,Emberizidae,12554,open,121,NA,NA,0.948,NA,NA,NA,NA,10.9,9.7,4.3,Paper,Paper,Paper,NA,"Jones SL, Dieni JS & Gouse PJ. 2010. Reproductive biology of a grassland songbird community in northcentral montana. The Wilson Journal of Ornithology 122: 455-464. ",677.9627686,N,ntemp,temperate
213,United States,W Virginia,39.580494,-79.6551,1978-1980,open,Grasshopper Sparrow,Ammodramus savannarum,Ammodramus savannarum,Ammodramus_savannarum,Emberizidae,12554,open,51,19.91,0.390392157,NA,NA,NA,NA,NA,12,8.5,4.4,Paper,HBW Alive,HBW Alive,NA,"Wray, TI, KA Strait & RC Whitmore. 1982. Reproductive success of grassland sparrows on a reclaimed surface mine in West Virginia. The Auk : 157-164.",624.9884644,N,ntemp,temperate
214,United States,"Mogollon Rim, central Arizona",34.320726,-110.967607,1987-2014,semi-open,Chipping Sparrow,Spizella passerina,Spizella passerina,Spizella_passerina,Emberizidae,12560,open,100,NA,NA,0.9576,NA,NA,NA,Daily predation rate is estimated for nestling stage,11,9.3,3.4,Paper,HBW Alive,Paper,"Number of nests not provided but surely >30 for all species in Martin studies, probably >100 (and sometimes >>100) for all species from Arizona site",Martin TE (2015) Data from: Age-related mortality explains life history strategies of tropical and temperate songbirds._Dryad Digital Repository._https://doi.org/10.5061/dryad.2m15n. Martin TE (2015) Age-related mortality explains life history strategies of tropical and temperate songbirds. Science 349(6251): 966-970. https://doi.org/10.1126/science.aad1173,2201.812012,N,ntemp,temperate
214,Canada,Algonquin Provinvial Park,45.39908,-78.30403,1981-1982,semi-open,Chipping Sparrow,Spizella passerina,Spizella passerina,Spizella_passerina,Emberizidae,12560,open,22,14,0.6364,NA,NA,NA,NA,All failed nests arttributed to predation.,11.5,9.5,4,Paper,Paper,Paper,NA,Reynolds JD & RW Knapton. 1984. Nest-site selection and breeding biology of the Chipping Sparrow. The Wilson Bulletin 96: 488-493.,460.8664856,N,ntemp,temperate
214,United States," Baldwin Bird Research Laboratory, Chagrin Valley",41.0818388,-83.6806665,1921-1939 (inclusive),semi-open,Chipping Sparrow,Spizella passerina,Spizella passerina,Spizella_passerina,Emberizidae,12560,open,174,102.66,0.59,NA,NA,NA,NA,SuccNests calculated by %SuccNests x sample size,11,10.5,4,HBW Alive (median),HBW Alive,HBW Alive,NA,Kendeigh CS. 1942. Analysis in losses in the nesting of birds. Journal of Wildlife Management 6: 19-26.,234.1185455,N,ntemp,temperate
215,United States,Sheyenne National Grassland,46.381142,-97.2762,1998-2002,open,Clay-colored Sparrow,Spizella pallida,Spizella pallida,Spizella_pallida,Emberizidae,12562,open,793,333,NA,0.937,NA,NA,NA,NA,11,8,3.8,Paper,HBW Alive,HBW Alive,NA,"Winter M, DH Johnson, JA Shaffer & WD Svedarsky. 2004. Nesting biology of three grassland passerines in the northern tallgrass prairie. The Wilson Bulletin 116: 211-223.",330.3986206,N,ntemp,temperate
215,Canada,southern Saskatchewan,49.75,-105.75,1996-2000,open,Clay-colored Sparrow,Spizella pallida,Spizella pallida,Spizella_pallida,Emberizidae,12562,open,84,NA,NA,0.925,NA,NA,NA,NA,11,8,3.8,Paper,HBW Alive,HBW Alive,NA,Davis SK. 2003. Nesting ecology of mixed-grass prairie songbirds in southern Saskatchewan. Wilson Journal of Ornithology 115: 119-130.,706.2755737,N,ntemp,temperate
215,United States,J. Clark Sayler National Wildlife Refuge,48.609426,-100.72451,1997-2002,open,Clay-colored Sparrow,Spizella pallida,Spizella pallida,Spizella_pallida,Emberizidae,12562,open,250,NA,0.296,NA,NA,NA,NA,Nest success reported as logistic exposure estimate. Number of successful nests not given,11,8,4,HBW Alive (median),HBW Alive,HBW Alive,NA,"Grant TA, EM Madden, TL Shaffer, PJ Pietz, B Berkey & NJ Kadrmas. 2006. Nest survival of Clay-Colored and Vesper Sparrows in relation to woodland edge in mixed-grass prairies. Journal of Wildlife Management 70: 691-701.",437.7038269,N,ntemp,temperate
216,Canada,Southern Okanagan,49.13333333,-119.6,"1998, 1999, 2000",open,Brewer's Sparrow,Spizella breweri,Spizella breweri,Spizella_breweri,Emberizidae,12564,open,657,358.065,0.545,NA,NA,NA,0.389,%SuccNests is 100 - %UnsuccNests,11,9,3,HBW Alive (median),HBW Alive,HBW Alive,NA,"Mahony NA, Krannitz PG & Martin K. 2006. Seasonal fecundity of Sagebrush Brewer's sparrow (Spizella breweri breweri) at the northern edge of its breeding range. The Auk 123: 512-523.",962.8724976,N,ntemp,temperate
217,United States,W Virginia,39.580494,-79.6551,1978-1980,semi-open,Field Sparrow,Spizella pusilla,Spizella pusilla,Spizella_pusilla,Emberizidae,12565,open,23,14.96,0.650434783,NA,NA,NA,NA,NA,11,8,3.7,Paper,HBW Alive,HBW Alive,NA,"Wray, TI, KA Strait & RC Whitmore. 1982. Reproductive success of grassland sparrows on a reclaimed surface mine in West Virginia. The Auk : 157-164.",624.9884644,N,ntemp,temperate
217,United States,Cache River State Natural Area,37.347615,-88.933351,2013,semi-open,Field Sparrow,Spizella pusilla,Spizella pusilla,Spizella_pusilla,Emberizidae,12565,open,49,NA,NA,0.944,NA,NA,NA,NA,11,8,4,HBW Alive (median),HBW Alive,HBW Alive,NA,"Weatherhead PJ, GL Carfagno, JH Sperry, JD Brawn & SK Robinson. 2010. Linking snake behavior to nest predation in a Midwestern bird community. Ecological Applications 20: 234-241.",133.587265,N,ntemp,temperate
217,United States,"Bloomington, IN",39.1712077,-86.5668654,1961,semi-open,Field Sparrow,Spizella pusilla,Spizella pusilla,Spizella_pusilla,Emberizidae,12565,open,33,9,0.273,NA,NA,NA,NA,NA,11,8,4,HBW Alive (median),HBW Alive,HBW Alive,NA,Nolan V. 1963. Reproductive success of birds in a deciduous scrub habitat. Ecology 44: 305-313.,258.3057251,N,ntemp,temperate
217,United States,"Allerton Park, Monticello, Illinois",39.99443,-88.64506,1971-1972,semi-open,Field Sparrow,Spizella pusilla,Spizella pusilla,Spizella_pusilla,Emberizidae,12565,open,147,15,0.102,NA,132,112,0.848484848,16 nest parasitized by BHCO and 112 depredated by snakes and mammals.,11,8,4,HBW Alive (median),HBW Alive,HBW Alive,NA,Best LB. 1978. Field Sparrow Reproductive Success and Nesting Ecology. Auk 95: 9-22.,209.4564819,N,ntemp,temperate
217,United States,Thomas Baskett Wildlife Research and Education Center,38.75,-92.2,1992-1998,semi-open,Field Sparrow,Spizella pusilla,Spizella pusilla,Spizella_pusilla,Emberizidae,12565,open,484,NA,NA,0.936,NA,NA,NA,NA,11,8,4,HBW Alive (median),HBW Alive,HBW Alive,NA,"Burhans DE., D Dearborn, FRI Thompson & J Faaborg. 2002. Factors Affecting Predation at Songbird Nests in Old Fields. Journal of Wildlife Management 66: 240-249.",233.6422272,N,ntemp,temperate
218,United States,W Virginia,39.580494,-79.6551,1978-1980,open,Vesper Sparrow,Pooecetes gramineus,Pooecetes gramineus,Pooecetes_gramineus,Emberizidae,12568,open,70,21.82,0.311714286,NA,NA,NA,NA,NA,12.5,9,3.8,Paper,HBW Alive,HBW Alive,NA,"Wray, TI, KA Strait & RC Whitmore. 1982. Reproductive success of grassland sparrows on a reclaimed surface mine in West Virginia. The Auk : 157-164.",617.3378906,N,ntemp,temperate
218,Canada,Chilcotin,51.801867,-122.432581,"2006, 2007, 2008",open,Vesper Sparrow,Pooecetes gramineus,Pooecetes gramineus,Pooecetes_gramineus,Emberizidae,12568,open,75,40,0.53,NA,NA,NA,0.7,"53% were successful, 47% were not. 70% of unsuccessful (47%) were due specifically to predation. ",12,9,4,HBW Alive (median),Paper,Paper,NA,"Harrison ML, Mahony NA, Robinson P, Newbury A & Green DJ. 2011. Nest-site selection and productivity of Vesper Sparrows breeding in grazed habitats. Journal of Field Ornithology 82: 140-149. ",743.0530396,N,ntemp,temperate
218,United States,J. Clark Sayler National Wildlife Refuge,48.609426,-100.72451,1997-2002,open,Vesper Sparrow,Pooecetes gramineus,Pooecetes gramineus,Pooecetes_gramineus,Emberizidae,12568,open,246,NA,0.449,NA,NA,NA,NA,Nest success reported as logistic exposure estimate. Number of successful nests not given,12.5,9,4,HBW Alive (median),HBW Alive,HBW Alive,NA,"Grant TA, EM Madden, TL Shaffer, PJ Pietz, B Berkey & NJ Kadrmas. 2006. Nest survival of Clay-Colored and Vesper Sparrows in relation to woodland edge in mixed-grass prairies. Journal of Wildlife Management 70: 691-701.",436.6725159,N,ntemp,temperate
219,United States,Potter County,35.291447,-101.9890603,2009,open,Lark Sparrow,Chondestes grammacus,Chondestes grammacus,Chondestes_grammacus,Emberizidae,12569,open,113,13,0.115,0.904,NA,NA,0.92,Succ Nests calculated by %SuccNests x sample size,11.5,9.5,4.5,HBW Alive (median),HBW Alive,Paper,NA,"Jacobson MD, Tsakiris ET, Long AM & Jensen WE. 2011. No evidence for observer effects on Lark Sparrow nest survival. Journal of Field Ornithology 82: 184-192.",1059.673828,N,ntemp,temperate
220,United States,Chihuahuan Desert,31.5394903,-108.3332579,"1993, 1994, 1995, 1996, 1997",open,Black-throated Sparrow,Amphispiza bilineata,Amphispiza bilineata,Amphispiza_bilineata,Emberizidae,12570,open,265,95.4,0.36,NA,NA,NA,0.86,SuccNests calculated by %SuccNests x sample size,12,10,2.7,Paper,Paper,Paper,NA,"Kozma JM, Burkett LM, Kroll AJ, Thornton J & Mathews NE. 2017. Factors associated with nest survival of Black-throated Sparrows, desert-breeding nest-site generalists. Journal of Field Ornithology 88: 274-287.",1535.891235,N,ntemp,temperate
220,United States,"Fort Bliss, NM",32.044625,-106.284955,1996-1998,open,Black-throated Sparrow,Amphispiza bilineata,Amphispiza bilineata,Amphispiza_bilineata,Emberizidae,12570,open,316,NA,0.24,NA,NA,NA,NA,reported directly as percentage successful nests; ,12,9.5,3.5,HBW Alive (median),HBW Alive,HBW Alive,NA,"Pidgeon AM, VC Radeloff & NE Mathews. 2003. Landscape scale patterns of black-throated sparrow (Amphispiza bilineata) abundance and nest success. Ecological Applications 13:530-542.",1236.734863,N,ntemp,temperate
221,United States,"Malvern, Hot Spring County ",34.214827,-92.801752,"1983, 1984, 1985",semi-open,Bachman's Sparrow,Peucaea aestivalis,Aimophila aestivalis,Aimophila_aestivalis,Emberizidae,12584,open,71,38,0.53,0.942,NA,NA,NA,took average of incubation (0.965)and nestling (0.919) DSRs,13,9,4,Paper,Paper,Paper,5 plantations were open (0-4 yrs old) and 2 plantations were under canopy (45-70 yrs old),Haggerty TM. 1988. Aspects of the breeding biology and productivity of Bachman's Sparrow in Central Arkansas. The Wilson Bulletin 100: 247-255.,117.9172516,N,ntemp,temperate
222,United States,"Roosevelt County, NM",34.033063,-103.862401,2004-2005,open,Cassin's Sparrow,Peucaea cassinii,Aimophila cassinii,Aimophila_cassinii,Emberizidae,12586,open,30,NA,NA,0.836,NA,NA,NA,NA,11,8,3.5,HBW Alive (median),HBW Alive,HBW Alive,NA,Smythe LA & DA Haukos. 2009. Nesting success of grassland birds in shinnery oak communities treated with tebuthiuron and grazing in eastern New Mexico. The Southwestern Naturalist 54: 136-145.,1341.234741,N,ntemp,temperate
223,United States,Mission Trails Regional Park,32.817952,-117.05601,"1997, 1998, 1999",semi-open,Rufous-crowned Sparrow,Aimophila ruficeps,Aimophila ruficeps,Aimophila_ruficeps,Emberizidae,12588,open,266,NA,0.41,0.948,NA,NA,0.88,%SuccNests and DSR is a mean over 3 years and two treatments ( edge vs interior),12,8.5,3.5,HBW Alive (median),HBW Alive,HBW Alive,NA,Morrison SA & Bolger DT. 2002. Lack of an urban edge effect on reproduction in a fragmentation-sensitive sparrow. Ecological Applications 12: 398-411.,188.7099915,N,ntemp,temperate
224,United States,"Mogollon Rim, central Arizona",34.320726,-110.967607,1987-2014,semi-open,Green-tailed Towhee,Pipilo chlorurus,Pipilo chlorurus,Pipilo_chlorurus,Emberizidae,12596,open,100,NA,NA,0.9633,NA,NA,NA,Daily predation rate is estimated for nestling stage,12,9.5,3.6,Paper,HBW Alive,Paper,"Number of nests not provided but surely >30 for all species in Martin studies, probably >100 (and sometimes >>100) for all species from Arizona site",Martin TE (2015) Data from: Age-related mortality explains life history strategies of tropical and temperate songbirds._Dryad Digital Repository._https://doi.org/10.5061/dryad.2m15n. Martin TE (2015) Age-related mortality explains life history strategies of tropical and temperate songbirds. Science 349(6251): 966-970. https://doi.org/10.1126/science.aad1173,2201.812012,N,ntemp,temperate
225,United States,"Mogollon Rim, central Arizona",34.320726,-110.967607,1987-2014,semi-open,Spotted Towhee,Pipilo maculatus,Pipilo maculatus,Pipilo_maculatus,Emberizidae,12601,open,100,NA,NA,0.9606,NA,NA,NA,Daily predation rate is estimated for nestling stage,13,9.389,3,Paper,HBW Alive,Paper,"Number of nests not provided but surely >30 for all species in Martin studies, probably >100 (and sometimes >>100) for all species from Arizona site",Martin TE (2015) Data from: Age-related mortality explains life history strategies of tropical and temperate songbirds._Dryad Digital Repository._https://doi.org/10.5061/dryad.2m15n. Martin TE (2015) Age-related mortality explains life history strategies of tropical and temperate songbirds. Science 349(6251): 966-970. https://doi.org/10.1126/science.aad1173,2201.812012,N,ntemp,temperate
225,United States,Sacramento River National Wildlife Refuge,39.471499,-121.993463,1994-2003,semi-open,Spotted Towhee,Pipilo maculatus,Pipilo maculatus,Pipilo_maculatus,Emberizidae,12601,open,208,NA,NA,0.94,NA,NA,NA,NA,13,10,3.5,HBW Alive (median),HBW Alive,HBW Alive,NA,"Small SL, FR Thompson III, GR Geupel & J Faaborg. 2007. Spotted Towhee population dynamics in a riparian restoration context. The Condor 109: 721-732.",28.41963577,N,ntemp,temperate
225,United States,"National Rifle Association Whittington Center, New Mexico",36.774505,-104.48587,1992-1995,semi-open,Spotted Towhee,Pipilo maculatus,Pipilo maculatus,Pipilo_maculatus,Emberizidae,12601,open,67,36,0.5373,0.9565,NA,NA,0.86,"Data from Table 3, average of grazed and ungrazed (which did not differ): 68% of nests failed; predation was result for 59% of overall nests (other failures due to parasitism, weather, or ""other""). So percentage of failures that were due to predation is 59/68 =0.86",13,10,3.5,HBW Alive (median),HBW Alive,HBW Alive,NA,Goguen CB & NE Mathews. 1998. Songbird community composition and nesting success in grazed and ungrazed pinyon- juniper woodlands. Journal of Wildlife Management 62: 474-484.,1936.956177,N,ntemp,temperate
226,United States,Tensas National Wildlife Refuge,32.32471,-91.343997,1994-1997,semi-open,Eastern Towhee,Pipilo erythrophthalmus,Pipilo erythrophthalmus,Pipilo_erythrophthalmus,Emberizidae,12602,open,16,NA,NA,0.953,NA,NA,NA,NA,12,10.5,3.5,HBW Alive (median),HBW Alive,HBW Alive,bottomland hardwood forests,"Twedt DJ, RR Wilson, JL Henne-Kerr & RB Hamilton. 2001. Nest survival of forest birds in the Mississippi Alluvial Valley. The Journal of Wildlife Management 65: 450-460.",21.70057678,N,ntemp,temperate
226,United States,"Barren Grouse Habitat Management Area, Pennsylvania",40.766752,-77.977648,1985-1987,semi-open,Eastern Towhee,Pipilo erythrophthalmus,Pipilo erythrophthalmus,Pipilo_erythrophthalmus,Emberizidae,12602,open,27,NA,0.481,NA,NA,NA,NA,NA,12,10.5,3.5,HBW Alive (median),HBW Alive,HBW Alive,NA,Yahner RH. 1991. Avian nesting ecology in small even-aged aspen stands. The Journal of Wildlife Management : 155-159.,380.3203735,N,ntemp,temperate
226,United States,Joseph W. Jones Ecological Research Center,31.22011,-84.47919,2003-2006,semi-open,Eastern Towhee,Pipilo erythrophthalmus,Pipilo erythrophthalmus,Pipilo_erythrophthalmus,Emberizidae,12602,open,57,NA,NA,0.92,NA,NA,NA,NA,12,10.5,3.5,HBW Alive (median),HBW Alive,HBW Alive,NA,"Conner LM, JC Rutledge & LL Smith. 2010. Effects of mesopredators on nest survival of shrub-nesting songbirds. Journal of Wildlife Management 74: 73-80.",46.40423965,N,ntemp,temperate
227,Costa Rica,Los Cusingos,9.333448,-83.627878,1942-1982,closed,Orange-billed Sparrow,Arremon aurantiirostris,Arremon aurantiirostris,Arremon_aurantiirostris,Emberizidae,12613,enclosed,10,1,0.1,NA,NA,NA,NA,NA,15.5,13,2,Paper,HBW Alive,HBW Alive,NA,Skutch AF. 1966. A breeding bird census and nesting success in Central America. Ibis 108: 1-16.,706.5334473,N,trop,tropical
228,Argentina,"Parque National El Rey, Salta",-24.699508,-64.635201,1997-1999,closed,Saffron-billed Sparrow,Arremon flavirostris,Arremon flavirostris,Arremon_flavirostris,Emberizidae,12617,open,81,NA,NA,0.974,NA,NA,NA,DSR calculated as 1- DPR (for overall nesting period),15.3,12.2,2.8,Paper,Paper,Paper,NA,"Auer SK, RD Bassar, JJ Fontaine & TE Martin. 2007. Breeding biology of passerines in a subtropical montane forest in northwestern Argentina. The Condor 109: 321-333.",967.2409058,S,stemp,temperate
229,Costa Rica,Los Cusingos,9.333448,-83.627878,1942-1982,semi-open,Black-striped Sparrow,Arremonops conirostris,Arremonops conirostris,Arremonops_conirostris,Emberizidae,12621,open,56,22,0.392857143,NA,NA,NA,NA,NA,13.5,11.5,2,Paper,HBW Alive,HBW Alive,NA,"Skutch AF. 1985. Clutch size, nesting success and predation on nests of Neotropical birds, reviewed. Ornithological Monographs 36: 575-594.",706.5334473,N,trop,tropical
230,Venezuela,Parque Nacional Yacambu,9.692964,-69.592088,2004-2007,closed,Ochre-breasted Brush Finch,Atlapetes semirufus,Atlapetes semirufus,Atlapetes_semirufus,Emberizidae,12642,open,37,NA,NA,0.931,NA,NA,1,DSR calculated as 1- DPR (for overall nesting period). Predation accounted for all mortality.,14.9,10.5,1.89,Paper,Paper,Paper,NA,Biancucci L & TE Martin. 2008. First description of the breeding biology and natural history of the Ochre-breasted Brush Finch (Atlapetes semirufus) in Venezuela. The Wilson Journal of Ornithology 120: 856-862.,1681.384277,N,trop,tropical
